YEAR,STATE,EVENT,COUNT,FATALITIES,INJURIES,PROPDMG,CROPDMG
2004,kansas,Cold Weather,9,0,0,0.02,0
2004,kansas,Flood,168,0,0,4.01,0.95
2004,kansas,Rain & Fog,1579,1,9,2.2937,9.3766
2004,kansas,Thunder & Lightning,22,0,1,0.8519,0
2004,kansas,Tornado,144,0,6,29.3095,0.9
2004,kansas,Wind & Storm,763,4,21,5.7686,0.785
2004,kentucky,Cold Weather,10,0,0,0,0
2004,kentucky,Excessive Heat,1,0,0,0,0
2004,kentucky,Fire and Volcano,2,0,0,0,0
2004,kentucky,Flood,296,7,1,53.893,5.85
2004,kentucky,Landslide,2,0,0,0,0
2004,kentucky,Rain & Fog,224,0,0,0,0
2004,kentucky,Thunder & Lightning,9,0,2,0.1,0
2004,kentucky,Tornado,37,0,12,11.15,0
2004,kentucky,Wind & Storm,623,0,2,10.3315,0
2004,louisiana,Cold Weather,1,0,0,0,0
2004,louisiana,Excessive Heat,1,0,0,0,0.2
2004,louisiana,Flood,63,0,0,7.302,0
2004,louisiana,Rain & Fog,125,0,0,0.002,0.004
2004,louisiana,Thunder & Lightning,15,2,3,0.481,0
2004,louisiana,Tornado,43,1,32,10.5685,0
2004,louisiana,Wind & Storm,306,0,2,20.6475,0
2004,NA,High Seas,7,0,0,0,0
2004,NA,Wind & Storm,38,0,0,0,0
2004,NA,High Seas,3,0,0,0,0
2004,NA,Tornado,30,0,0,0,0
2004,NA,Wind & Storm,255,0,0,0,0
2004,NA,High Seas,20,0,0,0,0
2004,NA,Tornado,4,0,0,0,0
2004,NA,Wind & Storm,66,0,0,0,0
2004,NA,High Seas,18,0,0,0,0
2004,NA,Tornado,1,0,0,0,0
2004,NA,Wind & Storm,165,0,0,0.205,0
2004,NA,Wind & Storm,4,0,0,0,0
2004,NA,High Seas,2,0,0,0,0
2004,NA,Wind & Storm,9,0,0,0,0
2004,massachusetts,Cold Weather,6,0,0,0,0
2004,massachusetts,Flood,10,0,0,0.035,0
2004,massachusetts,Rain & Fog,43,0,0,0.145,0
2004,massachusetts,Thunder & Lightning,21,0,13,0.765,0
2004,massachusetts,Tornado,4,0,0,1.525,0
2004,massachusetts,Wind & Storm,53,1,1,1.287,0
2004,maryland,Cold Weather,22,1,0,0,0
2004,maryland,Excessive Heat,2,0,0,0,0
2004,maryland,Flood,62,0,0,5.055,0
2004,maryland,Rain & Fog,50,0,0,0.025,0
2004,maryland,Thunder & Lightning,25,0,0,2.77,0
2004,maryland,Tornado,24,0,0,1.325,0
2004,maryland,Wind & Storm,181,3,0,0.78475,0
2004,maine,Cold Weather,12,0,0,0,0
2004,maine,Flood,12,0,0,0.005,0
2004,maine,Rain & Fog,5,0,0,0,0
2004,maine,Thunder & Lightning,9,0,1,0.486,0
2004,maine,Tornado,2,0,0,0,0
2004,maine,Wind & Storm,47,0,0,0.176,0
2004,michigan,Cold Weather,43,0,0,0,0
2004,michigan,Flood,50,0,0,125.268,4.6
2004,michigan,Rain & Fog,272,0,1,4.847,1.405
2004,michigan,Thunder & Lightning,8,0,0,0.003,0
2004,michigan,Tornado,24,0,0,0.763,0.085
2004,michigan,Wind & Storm,409,3,12,6.641,0.326
2004,minnesota,Cold Weather,11,0,0,0,0
2004,minnesota,Flood,65,1,0,8.714,21.7435
2004,minnesota,Rain & Fog,582,0,0,0.1951,0.5355
2004,minnesota,Thunder & Lightning,15,0,1,0.058,0
2004,minnesota,Tornado,78,0,0,5.435,0.02
2004,minnesota,Wind & Storm,376,0,4,5.7725,0.006
2004,missouri,Cold Weather,2,0,0,0,0
2004,missouri,Excessive Heat,4,1,74,0,0
2004,missouri,Flood,311,1,1,2.719,0.013
2004,missouri,Rain & Fog,690,0,0,8.84447,1.026
2004,missouri,Thunder & Lightning,11,0,0,0.12,0
2004,missouri,Tornado,91,7,27,14.99,0.005
2004,missouri,Wind & Storm,490,2,50,2.9415,0.007
2004,mississippi,Cold Weather,1,0,0,7.00E-04,0
2004,mississippi,Flood,129,1,0,23.119,0
2004,mississippi,Rain & Fog,153,0,0,0.04175,0
2004,mississippi,Thunder & Lightning,12,1,3,0.145,0
2004,mississippi,Tornado,75,1,6,18.286,0
2004,mississippi,Wind & Storm,433,3,9,15.5349,0.5008
2004,montana,Cold Weather,19,1,9,0.085,0
2004,montana,Excessive Heat,1,0,0,0,0.99
2004,montana,Fire and Volcano,1,0,0,0,0
2004,montana,Flood,25,0,0,0.025,0
2004,montana,Landslide,3,0,2,0,0
2004,montana,Rain & Fog,194,0,1,0.078,0.156
2004,montana,Thunder & Lightning,1,0,1,0.01,0
2004,montana,Tornado,10,0,0,0,0
2004,montana,Wind & Storm,158,0,1,0.469,2.1
2004,north carolina,Cold Weather,49,0,0,3.161,0
2004,north carolina,Excessive Heat,1,0,0,0,0
2004,north carolina,Flood,158,6,0,168.687,32.8019
2004,north carolina,High Seas,5,5,0,0,0
2004,north carolina,Landslide,10,4,9,30.26,0
2004,north carolina,Rain & Fog,167,0,0,0.486,0.075
2004,north carolina,Thunder & Lightning,24,1,3,0.82,0
2004,north carolina,Tornado,72,3,37,3.419,0
2004,north carolina,Wind & Storm,337,4,10,43.947,5.386
2004,north dakota,Cold Weather,4,0,0,0,0
2004,north dakota,Flood,51,0,0,5.355,0
2004,north dakota,Rain & Fog,323,0,0,0,0
2004,north dakota,Thunder & Lightning,1,0,0,0.002,0
2004,north dakota,Tornado,54,0,0,2.48,0.1
2004,north dakota,Wind & Storm,108,0,1,3.055,0
2004,nebraska,Cold Weather,10,0,0,0,0
2004,nebraska,Flood,61,1,0,0.457,2.237
2004,nebraska,Rain & Fog,841,0,0,13.252,24.199
2004,nebraska,Thunder & Lightning,11,0,3,0.2056,0
2004,nebraska,Tornado,136,1,42,173.257,3.49
2004,nebraska,Wind & Storm,313,3,23,14.4017,8.133
2004,new hampshire,Cold Weather,6,0,0,0,0
2004,new hampshire,Flood,6,0,0,0.01,0
2004,new hampshire,Rain & Fog,2,0,0,0,0
2004,new hampshire,Thunder & Lightning,12,0,1,1.0055,0
2004,new hampshire,Tornado,1,0,0,0,0
2004,new hampshire,Wind & Storm,47,0,10,0.207,0
2004,new jersey,Cold Weather,25,0,0,0,0
2004,new jersey,Dust Storm,1,0,0,0,0
2004,new jersey,Flood,100,0,5,87.2,0
2004,new jersey,High Seas,17,0,0,0,0
2004,new jersey,Rain & Fog,76,0,0,0,0.002
2004,new jersey,Thunder & Lightning,24,0,7,0.059,0
2004,new jersey,Tornado,7,0,2,0.6,0
2004,new jersey,Wind & Storm,88,2,0,0.497,0
2004,new mexico,Cold Weather,20,0,0,0,0
2004,new mexico,Excessive Heat,1,0,0,0,0
2004,new mexico,Fire and Volcano,1,0,0,0.6,0
2004,new mexico,Flood,62,0,2,3.02,0.1
2004,new mexico,Rain & Fog,242,0,0,49.598,0
2004,new mexico,Thunder & Lightning,2,0,3,0,0
2004,new mexico,Tornado,15,0,0,0,0
2004,new mexico,Wind & Storm,52,0,0,1.028,0.2
2004,nevada,Cold Weather,51,0,0,0,0
2004,nevada,Excessive Heat,1,0,0,0,0
2004,nevada,Flood,9,0,0,0,0
2004,nevada,Rain & Fog,13,0,0,0,0
2004,nevada,Thunder & Lightning,2,0,1,0.002,0
2004,nevada,Tornado,5,0,0,0,0
2004,nevada,Wind & Storm,88,0,2,0.15,0
2004,new york,Cold Weather,38,0,0,5.259,0
2004,new york,Flood,243,3,0,100.809,0
2004,new york,High Seas,1,1,0,0,0
2004,new york,Landslide,1,0,0,0.001,0
2004,new york,Rain & Fog,200,0,2,1.465,1.39
2004,new york,Thunder & Lightning,55,1,20,0.8,0
2004,new york,Tornado,12,0,0,0.33,0
2004,new york,Wind & Storm,287,2,5,5.493,0
2004,ohio,Cold Weather,8,0,0,4.75,0
2004,ohio,Flood,203,2,0,126.163,0.89
2004,ohio,Rain & Fog,288,0,0,25.741,0
2004,ohio,Thunder & Lightning,4,1,11,0,0
2004,ohio,Tornado,10,0,1,0.3,0
2004,ohio,Wind & Storm,457,1,1,116.597,0
2004,oklahoma,Cold Weather,12,0,0,0,0
2004,oklahoma,Flood,123,2,5,3.583,0.25
2004,oklahoma,Rain & Fog,980,0,0,4.2785,0.028
2004,oklahoma,Thunder & Lightning,8,0,4,0.4,0
2004,oklahoma,Tornado,69,0,0,10.559,0
2004,oklahoma,Wind & Storm,507,2,6,10.2994,0
2004,oregon,Cold Weather,51,0,0,0,0
2004,oregon,Fire and Volcano,10,0,0,0.018,0
2004,oregon,Flood,25,0,0,0.005,0
2004,oregon,Landslide,1,0,0,0.05,0
2004,oregon,Rain & Fog,67,0,0,0.05,0
2004,oregon,Thunder & Lightning,8,0,2,0.042,0
2004,oregon,Tornado,14,0,0,0.0011,0
2004,oregon,Wind & Storm,87,1,1,0.4118,0
2004,pennsylvania,Cold Weather,49,6,112,5.9,0
2004,pennsylvania,Excessive Heat,1,1,0,0,0
2004,pennsylvania,Fire and Volcano,1,0,0,0.1,0
2004,pennsylvania,Flood,372,8,94,446.846,0
2004,pennsylvania,High Seas,4,0,0,0,0
2004,pennsylvania,Rain & Fog,135,0,2,1.002,0
2004,pennsylvania,Thunder & Lightning,22,0,9,0.412,0
2004,pennsylvania,Tornado,28,0,0,22.226,0
2004,pennsylvania,Wind & Storm,452,5,16,7.75784,0
2004,NA,Tornado,3,0,0,0,0
2004,NA,Wind & Storm,2,0,0,0,0
2004,NA,Fire and Volcano,2,0,0,0,0
2004,NA,Flood,86,8,2,2.364,0
2004,NA,Landslide,50,0,0,0.053,0
2004,NA,Rain & Fog,100,0,0,0.1755,0
2004,NA,Thunder & Lightning,1,0,0,0,0
2004,NA,Tornado,4,0,0,0,0
2004,NA,Wind & Storm,9,4,1,83.016,101.5
2004,NA,Tornado,11,0,0,0,0
2004,NA,Wind & Storm,5,0,0,0,0
2004,rhode island,Cold Weather,2,0,0,0,0
2004,rhode island,Flood,1,0,0,0,0
2004,rhode island,Rain & Fog,7,0,0,0,0
2004,rhode island,Thunder & Lightning,1,1,1,0,0
2004,rhode island,Tornado,1,0,0,0,0
2004,rhode island,Wind & Storm,7,0,0,0.63,0
2004,south carolina,Cold Weather,13,1,0,1.88,0
2004,south carolina,Excessive Heat,1,0,0,0,0
2004,south carolina,Flood,65,0,0,7.649,5
2004,south carolina,High Seas,2,3,0,0,0
2004,south carolina,Rain & Fog,114,0,0,0.014,0
2004,south carolina,Thunder & Lightning,20,2,4,2.606,0
2004,south carolina,Tornado,95,1,33,4.129,0
2004,south carolina,Wind & Storm,283,2,7,51.088,0
2004,south dakota,Cold Weather,12,0,0,0,0
2004,south dakota,Dust Storm,1,0,0,0.0035,0
2004,south dakota,Flood,26,0,0,12.35,0
2004,south dakota,Rain & Fog,731,0,0,1.405,0.05
2004,south dakota,Thunder & Lightning,14,0,1,0.611,0
2004,south dakota,Tornado,36,0,0,0.141,0.005
2004,south dakota,Wind & Storm,248,0,1,3.92,0.001
2004,NA,High Seas,1,0,0,0,0
2004,tennessee,Cold Weather,15,0,0,0.0117,0
2004,tennessee,Excessive Heat,1,1,0,0,0
2004,tennessee,Flood,157,1,0,1.38925,0
2004,tennessee,Rain & Fog,198,0,0,0.32017,0
2004,tennessee,Thunder & Lightning,21,2,5,0.695,0
2004,tennessee,Tornado,23,0,2,2.051,0
2004,tennessee,Wind & Storm,633,1,33,9.546,1.7
2004,texas,Cold Weather,30,0,0,0,0
2004,texas,Excessive Heat,3,3,0,0,0
2004,texas,Flood,1036,14,11,61.185,2.195
2004,texas,Landslide,1,0,0,0,0
2004,texas,Rain & Fog,1533,2,1,191.0155,21.13
2004,texas,Thunder & Lightning,25,3,58,0.736,0
2004,texas,Tornado,257,2,15,9.6415,4
2004,texas,Wind & Storm,869,1,19,19.0275,0.54
2004,utah,Cold Weather,36,0,11,0.41,0
2004,utah,Excessive Heat,12,0,0,0,0
2004,utah,Fire and Volcano,2,0,0,0,0
2004,utah,Flood,31,0,0,1.509,0
2004,utah,Landslide,2,4,0,0.04,0
2004,utah,Rain & Fog,18,0,0,0.074,0
2004,utah,Thunder & Lightning,2,0,0,0.017,0
2004,utah,Tornado,2,0,0,0,0
2004,utah,Wind & Storm,31,0,3,0.1981,0
2004,virginia,Cold Weather,18,4,1,0,0
2004,virginia,Excessive Heat,1,0,0,0,0
2004,virginia,Flood,136,11,0,30.05,0
2004,virginia,Rain & Fog,135,0,0,0.025,0
2004,virginia,Thunder & Lightning,7,1,4,0.161,0
2004,virginia,Tornado,96,0,14,70.35525,0.002
2004,virginia,Wind & Storm,345,1,4,3.18175,0
2004,NA,Fire and Volcano,2,0,0,0,0
2004,NA,Flood,1,0,0,0,0
2004,NA,Rain & Fog,11,0,0,0,0
2004,NA,Tornado,1,0,0,0,0
2004,NA,Wind & Storm,1,0,0,6.2,0
2004,vermont,Cold Weather,11,1,0,0.349,0
2004,vermont,Flood,20,0,0,3.087,0
2004,vermont,Rain & Fog,18,0,0,0.001,0
2004,vermont,Thunder & Lightning,5,1,1,0.06,0
2004,vermont,Wind & Storm,67,1,1,0.731,0
2004,washington,Cold Weather,27,0,2,1,0
2004,washington,Fire and Volcano,8,0,0,0.005,0
2004,washington,Flood,13,0,0,1.172,0
2004,washington,Rain & Fog,17,0,4,0.1055,0.45
2004,washington,Thunder & Lightning,7,0,3,0.022,0
2004,washington,Tornado,12,0,0,0.0601,0
2004,washington,Wind & Storm,44,1,1,4.034,5
2004,wisconsin,Cold Weather,25,0,0,0,0
2004,wisconsin,Dust Storm,1,0,0,2.00E-04,0
2004,wisconsin,Flood,71,1,0,47.919,242.461
2004,wisconsin,Rain & Fog,311,0,4,6.84235,1.0285
2004,wisconsin,Thunder & Lightning,23,0,1,0.805,0
2004,wisconsin,Tornado,67,1,17,30.231,3.08
2004,wisconsin,Wind & Storm,257,1,6,6.02425,0.01125
2004,west virginia,Cold Weather,24,0,0,0,0
2004,west virginia,Flood,83,3,0,140.206,0
2004,west virginia,Rain & Fog,68,0,0,0.015,0
2004,west virginia,Thunder & Lightning,1,0,0,0,0
2004,west virginia,Tornado,4,0,6,0.3,0
2004,west virginia,Wind & Storm,220,2,4,0.604,0
2004,wyoming,Cold Weather,12,0,0,0,0
2004,wyoming,Fire and Volcano,1,0,9,1,0
2004,wyoming,Flood,6,0,0,0,0
2004,wyoming,Landslide,1,0,0,0.275,0
2004,wyoming,Rain & Fog,72,0,0,0,0
2004,wyoming,Tornado,7,0,0,0,0
2004,wyoming,Wind & Storm,33,0,0,0.15,0
2005,alaska,Cold Weather,53,0,4,0.175,0.01
2005,alaska,Dust Storm,2,0,0,0.0013,0
2005,alaska,Fire and Volcano,1,0,0,0,0
2005,alaska,Flood,16,0,0,1.552,0
2005,alaska,Landslide,1,0,0,0.4,0
2005,alaska,Rain & Fog,16,0,0,3.85,0
2005,alaska,Tornado,3,0,0,0,0
2005,alaska,Wind & Storm,70,0,3,11.0292,0.14
2005,alabama,Cold Weather,2,0,0,0,0
2005,alabama,Excessive Heat,12,3,0,0,0
2005,alabama,Flood,148,1,1,2.033,0
2005,alabama,High Seas,2,2,0,0,0
2005,alabama,Rain & Fog,490,0,0,1.202,0
2005,alabama,Thunder & Lightning,22,2,3,0.723,0
2005,alabama,Tornado,100,0,8,4.741,0
2005,alabama,Wind & Storm,385,0,24,1169.5205,0.1
2005,NA,High Seas,2,0,0,0,0
2005,NA,Tornado,57,0,0,0,0
2005,NA,Wind & Storm,78,1,0,0,0
2005,NA,High Seas,2,0,0,0,0
2005,NA,Tornado,5,0,0,0,0
2005,NA,Wind & Storm,144,0,0,0.02,0
2005,arkansas,Cold Weather,1,0,0,0,0
2005,arkansas,Excessive Heat,5,0,0,0,0
2005,arkansas,Flood,36,1,0,0.001,0
2005,arkansas,Rain & Fog,295,0,0,0.01133,0
2005,arkansas,Thunder & Lightning,8,0,1,0.24,0
2005,arkansas,Tornado,69,3,33,7.615,0.075
2005,arkansas,Wind & Storm,331,0,2,2.1165,7.7
2005,NA,Flood,24,0,2,0.02,0
2005,NA,Wind & Storm,6,0,0,10.051,0.107
2005,arizona,Cold Weather,7,2,3,0,0
2005,arizona,Excessive Heat,3,51,0,0,0
2005,arizona,Fire and Volcano,2,0,13,0,0
2005,arizona,Flood,101,4,0,6.276,0.005
2005,arizona,Landslide,1,0,0,0,0
2005,arizona,Rain & Fog,87,1,0,0,0
2005,arizona,Thunder & Lightning,6,1,0,0.9,0
2005,arizona,Tornado,24,0,0,0.02,0
2005,arizona,Wind & Storm,88,0,1,1.5792,0
2005,california,Cold Weather,74,0,1,0,0
2005,california,Dust Storm,1,0,0,5.00E-04,0
2005,california,Excessive Heat,6,2,0,0,0
2005,california,Fire and Volcano,35,0,20,6.6185,0
2005,california,Flood,237,7,9,523.2055,51.8
2005,california,High Seas,4,0,0,0.835,0
2005,california,Landslide,32,11,5,90.6535,0
2005,california,Rain & Fog,207,2,3,253.52755,227.261
2005,california,Thunder & Lightning,41,2,9,0.0747,0.4
2005,california,Tornado,79,0,0,2.0145,0.155
2005,california,Wind & Storm,145,1,8,7.956,0.21
2005,colorado,Cold Weather,104,0,0,0.256,0.025
2005,colorado,Dust Storm,1,0,0,0.003,0
2005,colorado,Excessive Heat,12,0,0,0,0
2005,colorado,Fire and Volcano,16,0,0,5.75,0
2005,colorado,Flood,39,2,5,0.642,0
2005,colorado,Landslide,44,7,12,0.25,0
2005,colorado,Rain & Fog,673,0,0,0.0585,5.00E-04
2005,colorado,Thunder & Lightning,18,1,13,0.165,0
2005,colorado,Tornado,38,0,1,0.031,0
2005,colorado,Wind & Storm,178,3,4,0.9009,0
2005,connecticut,Cold Weather,17,0,0,0,0
2005,connecticut,Flood,32,2,0,6.025,0
2005,connecticut,Rain & Fog,20,0,0,0.005,0
2005,connecticut,Thunder & Lightning,7,0,5,0.045,0
2005,connecticut,Wind & Storm,73,1,1,0.525,0
2005,NA,Cold Weather,3,0,0,0,0
2005,NA,Flood,5,0,0,0,0
2005,NA,Wind & Storm,8,0,1,0.05,0
2005,delaware,Cold Weather,17,0,0,0,0
2005,delaware,Excessive Heat,5,0,0,0,0
2005,delaware,Fire and Volcano,4,0,0,0,0
2005,delaware,Flood,11,0,0,0,0
2005,delaware,High Seas,6,1,0,0,0
2005,delaware,Rain & Fog,9,0,0,0,0
2005,delaware,Thunder & Lightning,9,0,0,0.208,0
2005,delaware,Tornado,3,0,0,0,0
2005,delaware,Wind & Storm,24,0,0,0.085,0
2005,florida,Cold Weather,8,0,0,0,0
2005,florida,Fire and Volcano,1,0,0,0,0
2005,florida,Flood,62,0,0,10.138,0
2005,florida,High Seas,23,13,4,0,0
2005,florida,Rain & Fog,278,0,0,2.767,0
2005,florida,Thunder & Lightning,61,5,37,6.6915,0
2005,florida,Tornado,109,0,4,9.833,0
2005,florida,Wind & Storm,181,13,12,12061.789,510.8
2005,georgia,Cold Weather,9,0,0,0,0
2005,georgia,Excessive Heat,1,0,0,0,0
2005,georgia,Fire and Volcano,1,0,0,0.001,0
2005,georgia,Flood,120,1,1,20.8731,0
2005,georgia,High Seas,2,1,4,0,0
2005,georgia,Rain & Fog,554,0,3,30.99965,0
2005,georgia,Thunder & Lightning,77,2,28,8.8485,0
2005,georgia,Tornado,76,4,34,96.067,0.5
2005,georgia,Wind & Storm,318,3,8,23.1851,0.1
2005,NA,High Seas,2,0,0,0,0
2005,NA,Tornado,106,0,0,0,0
2005,NA,Wind & Storm,435,0,0,0.075,0
2005,NA,Fire and Volcano,2,0,0,0,0
2005,NA,Flood,2,1,1,0.005,0
2005,NA,High Seas,3,3,0,0,0
2005,NA,Landslide,1,0,0,0.2,0
2005,NA,Rain & Fog,1,0,0,0,0
2005,NA,Thunder & Lightning,1,0,0,0.005,0
2005,NA,Wind & Storm,1,0,0,1.81,0.7
2005,hawaii,Cold Weather,2,0,0,0,0
2005,hawaii,Fire and Volcano,20,0,0,0.05,0
2005,hawaii,Flood,52,0,4,0,0
2005,hawaii,Rain & Fog,73,0,0,0,0
2005,hawaii,Tornado,5,0,0,0,0
2005,hawaii,Wind & Storm,15,1,3,0.1,0
2005,iowa,Cold Weather,21,0,0,0.815,10.19
2005,iowa,Excessive Heat,7,0,0,0,197.34
2005,iowa,Fire and Volcano,1,0,2,1,0
2005,iowa,Flood,39,1,0,4.593,2.275
2005,iowa,Rain & Fog,462,0,0,1.3573,0.768
2005,iowa,Thunder & Lightning,10,1,2,0.102,0
2005,iowa,Tornado,56,1,14,18.199,0.032
2005,iowa,Wind & Storm,430,1,2,7.3215,0.4715
2005,idaho,Cold Weather,38,2,0,0,0
2005,idaho,Fire and Volcano,8,0,0,0.001,0
2005,idaho,Flood,12,0,0,6.2215,0.025
2005,idaho,Rain & Fog,24,0,0,0,0.009
2005,idaho,Thunder & Lightning,1,0,0,0.01,0
2005,idaho,Tornado,7,0,0,0.124,0
2005,idaho,Wind & Storm,77,0,0,0.3988,0
2005,illinois,Cold Weather,11,0,0,0.035,26.36
2005,illinois,Excessive Heat,28,6,62,0,228.57
2005,illinois,Flood,66,0,0,2.643,0
2005,illinois,Rain & Fog,374,0,0,2.155,0.186
2005,illinois,Thunder & Lightning,10,1,2,0.3,0
2005,illinois,Tornado,29,0,0,0.07,0
2005,illinois,Wind & Storm,546,8,7,2.7145,0.076
2005,indiana,Cold Weather,10,1,4,0,0
2005,indiana,Excessive Heat,2,0,4,0,0
2005,indiana,Flood,96,1,0,12.902,0
2005,indiana,High Seas,1,2,0,0,0
2005,indiana,Rain & Fog,269,0,0,0.558,0
2005,indiana,Thunder & Lightning,41,0,13,1.5135,0
2005,indiana,Tornado,28,24,262,98.455,0.001
2005,indiana,Wind & Storm,533,1,5,3.8334,0.02
2005,kansas,Cold Weather,32,1,8,0.348,0
2005,kansas,Excessive Heat,1,1,0,0,0
2005,kansas,Flood,214,1,9,25.281,2.295
2005,kansas,Rain & Fog,1499,0,0,5.50575,7.098
2005,kansas,Thunder & Lightning,9,0,0,0.232,0
2005,kansas,Tornado,145,0,0,7.593,0.25
2005,kansas,Wind & Storm,676,5,23,58.96575,3
2005,kentucky,Cold Weather,10,0,0,0,0
2005,kentucky,Excessive Heat,5,0,69,0,0
2005,kentucky,Fire and Volcano,1,0,0,0,0
2005,kentucky,Flood,85,1,0,24.551,0.015
2005,kentucky,Rain & Fog,192,0,0,0.037,0.02
2005,kentucky,Thunder & Lightning,7,2,0,0.783,0
2005,kentucky,Tornado,26,1,73,50.368,0
2005,kentucky,Wind & Storm,343,0,0,1.5877,0.001
2005,louisiana,Excessive Heat,5,2,0,0,0
2005,louisiana,Flood,22,0,0,0.536,1.1
2005,louisiana,Rain & Fog,205,0,0,1.64,0.5
2005,louisiana,Thunder & Lightning,26,1,0,0.9285,0.015
2005,louisiana,Tornado,36,0,18,6.792,0.203
2005,louisiana,Wind & Storm,242,1,16,52769.71,54.992
2005,NA,High Seas,2,0,0,0,0
2005,NA,Wind & Storm,19,0,0,0,0
2005,NA,Tornado,4,0,0,0,0
2005,NA,Wind & Storm,293,0,0,0,0
2005,NA,High Seas,17,0,0,0,0
2005,NA,Wind & Storm,67,0,0,0,0
2005,NA,High Seas,12,0,0,0,0
2005,NA,Tornado,5,0,0,0,0
2005,NA,Wind & Storm,111,0,0,0.21,0
2005,NA,Wind & Storm,6,0,0,0,0
2005,NA,High Seas,4,0,0,0,0
2005,NA,Tornado,2,0,0,0,0
2005,NA,Wind & Storm,9,0,0,0,0
2005,massachusetts,Cold Weather,10,0,5,0.1,0
2005,massachusetts,Flood,29,0,0,11.759,0
2005,massachusetts,Rain & Fog,17,0,0,0.055,0
2005,massachusetts,Thunder & Lightning,28,0,15,0.733,0
2005,massachusetts,Tornado,1,0,0,0,0
2005,massachusetts,Wind & Storm,115,0,8,7.3515,0
2005,maryland,Cold Weather,40,0,0,0.075,0
2005,maryland,Excessive Heat,4,0,0,0,0
2005,maryland,Flood,27,0,2,0.32,0
2005,maryland,Rain & Fog,38,4,33,0.025,0
2005,maryland,Thunder & Lightning,11,0,3,1,0
2005,maryland,Tornado,2,0,0,0,0
2005,maryland,Wind & Storm,119,0,3,2.25,0
2005,maine,Cold Weather,22,0,0,0,0
2005,maine,Flood,41,0,0,6.751,0
2005,maine,Rain & Fog,7,0,0,0,0
2005,maine,Thunder & Lightning,12,1,1,0.342,0
2005,maine,Tornado,4,0,0,0.251,0
2005,maine,Wind & Storm,109,0,1,1.565,0
2005,michigan,Cold Weather,52,0,0,0.003,0
2005,michigan,Fire and Volcano,1,0,0,0,0
2005,michigan,Flood,28,0,0,0.899,0.02
2005,michigan,High Seas,1,1,0,0,0
2005,michigan,Rain & Fog,139,0,0,0.45,0.31
2005,michigan,Thunder & Lightning,38,0,7,2.577,0
2005,michigan,Tornado,6,0,0,0.175,0.06
2005,michigan,Wind & Storm,438,1,7,15.92,0.075
2005,minnesota,Cold Weather,22,0,0,0.04,0
2005,minnesota,Excessive Heat,1,0,0,0,0
2005,minnesota,Flood,140,1,1,0.9357,0.3165
2005,minnesota,Rain & Fog,665,0,1,52.01375,0.011
2005,minnesota,Thunder & Lightning,32,0,6,3.161,0
2005,minnesota,Tornado,132,0,2,5.3285,0
2005,minnesota,Wind & Storm,623,4,10,250.81995,0
2005,missouri,Cold Weather,11,0,0,0,2.65
2005,missouri,Excessive Heat,18,8,158,0,20.17
2005,missouri,Flood,359,3,0,1.6,0
2005,missouri,Rain & Fog,693,0,0,0.08513,0.005
2005,missouri,Thunder & Lightning,18,2,5,0.81,0
2005,missouri,Tornado,45,1,9,6.595,0
2005,missouri,Wind & Storm,654,2,5,3.021,0.0155
2005,mississippi,Excessive Heat,3,2,0,0,0
2005,mississippi,Flood,105,0,0,26.809,2.3
2005,mississippi,Rain & Fog,452,0,2,29.81291,0.6
2005,mississippi,Thunder & Lightning,21,2,0,4.696,0
2005,mississippi,Tornado,146,1,22,36.331,8.03
2005,mississippi,Wind & Storm,428,16,111,24773.5455,1515.76
2005,montana,Cold Weather,45,0,3,0.15,0
2005,montana,Excessive Heat,1,0,0,0,0
2005,montana,Flood,37,0,0,1.595,0
2005,montana,Rain & Fog,368,0,0,1.182,0
2005,montana,Thunder & Lightning,3,0,3,0.01,0
2005,montana,Tornado,28,0,0,0,0
2005,montana,Wind & Storm,307,1,1,5.919,0.1
2005,north carolina,Cold Weather,55,1,3,0,0
2005,north carolina,Excessive Heat,2,2,0,0,0
2005,north carolina,Flood,113,0,0,1.734,0
2005,north carolina,High Seas,3,3,0,0,0
2005,north carolina,Landslide,7,0,0,0.101,0
2005,north carolina,Rain & Fog,192,0,0,2.771,0.005
2005,north carolina,Thunder & Lightning,37,1,12,1.352,0
2005,north carolina,Tornado,24,0,0,2.9525,0.405
2005,north carolina,Wind & Storm,318,2,15,55.6398,11.65
2005,north dakota,Cold Weather,13,0,0,2.285,0
2005,north dakota,Fire and Volcano,1,0,3,0,0
2005,north dakota,Flood,135,0,0,2.622,0
2005,north dakota,Rain & Fog,402,0,3,100.03,0.1
2005,north dakota,Thunder & Lightning,5,0,0,0.005,0
2005,north dakota,Tornado,69,0,0,0.26,0
2005,north dakota,Wind & Storm,263,1,1,19.18,0
2005,nebraska,Cold Weather,16,0,0,11.19,0
2005,nebraska,Excessive Heat,1,0,0,3,0
2005,nebraska,Flood,63,0,1,42.499,21.45
2005,nebraska,Rain & Fog,1120,0,1,50.163,40.39
2005,nebraska,Thunder & Lightning,5,0,0,2.202,0
2005,nebraska,Tornado,61,0,0,0.815,0
2005,nebraska,Wind & Storm,186,2,8,7.1662,5.704
2005,new hampshire,Cold Weather,13,0,0,0,0
2005,new hampshire,Flood,19,4,1,19.546,0.2
2005,new hampshire,Rain & Fog,3,0,0,0.001,0
2005,new hampshire,Thunder & Lightning,32,0,8,1.459,0
